bus,scenario,t,P_assumed,S_assumed,lhs_0,a_slope,q_star,gain_won
25,summer,0,0.0,1.0,0.013188833428971161,0.025,0.0,0.0
25,summer,0,0.0,2.4,0.013188833428971161,0.025,0.0,0.0
25,summer,0,0.1,0.3,0.013188833428971161,0.025,0.04402617417270815,36.38402990449372
25,summer,0,0.1,1.0,0.013188833428971161,0.025,0.04402617417270802,36.384029904493744
25,summer,0,0.1,2.4,0.013188833428971161,0.025,0.04402617417271937,36.384029904493765
25,summer,0,0.3,0.3,0.013188833428971161,0.025,0.0,0.0
25,summer,0,0.3,1.0,0.013188833428971161,0.025,0.11103318472992695,93.21721239288922
25,summer,0,0.3,2.4,0.013188833428971161,0.025,0.11103318472993033,93.21721239288928
25,summer,0,0.5,1.0,0.013188833428971161,0.025,0.16059316899860007,135.96773456014395
25,summer,0,0.5,2.4,0.013188833428971161,0.025,0.16059316899860007,135.96773456014395
25,summer,0,1.0,1.0,0.013188833428971161,0.025,0.0,0.0
25,summer,0,1.0,2.4,0.013188833428971161,0.025,0.24357084133255852,208.1757110894776
